,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,StdWorkingHours,TotalHours,DaysWorked,OvertimeDays,TotalOvertimeHours,AvgOvertimePerDay
471,35,No,Travel_Rarely,Research & Development,6,4,Medical,1,472,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3,9.58983449074074,0.320551872287149,2301.5602777777776,240,240,381.5602777777778,1.589834490740741
472,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,473,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3,10.11788268955651,0.2734362095626963,2357.4666666666667,233,233,493.4666666666667,2.117882689556509
473,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,474,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,8.31476602120793,0.3005711256023736,2003.858611111111,241,203,80.72305555555555,0.334950437989857
474,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,475,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3,7.605639619883041,0.280201951527963,1734.0858333333333,228,24,3.1005555555555557,0.0135989278752436
475,26,No,Travel_Rarely,Sales,1,3,Marketing,1,476,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4,7.928281400966183,0.307734708195808,1823.5047222222224,230,94,21.281388888888884,0.0925277777777777
476,22,No,Travel_Rarely,Research & Development,8,3,Other,1,477,Male,2,Sales Representative,Married,49070,2.0,Y,21,8,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4,7.332729044834308,0.3068082534422564,1671.8622222222225,228,4,0.3666666666666671,0.0016081871345029
477,48,No,Travel_Rarely,Human Resources,2,4,Medical,1,478,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3,7.980580704160951,0.3023696249044584,1939.2811111111112,243,125,26.767500000000005,0.1101543209876543
478,48,No,Travel_Rarely,Sales,3,3,Medical,1,479,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3,6.542558922558922,0.2857494293634346,1511.331111111111,231,0,0.0,0.0
479,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,480,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3,6.894249533146591,0.3113061389639281,1640.8313888888888,238,0,0.0,0.0
480,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,481,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,7.099682372245664,0.3012054130981338,1682.6247222222223,237,0,0.0,0.0
481,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,482,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,7.294853680841335,0.3140175044365898,1772.6494444444445,243,1,0.3133333333333326,0.0012894375857338
482,35,No,Travel_Rarely,Sales,24,3,Medical,1,483,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,6.933727824463118,0.2711845829459229,1650.2272222222225,238,0,0.0,0.0
483,42,No,Travel_Rarely,Research & Development,23,4,Other,1,484,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,4.0,3.0,3.0,4,3,8.030177875243664,0.3302886454481963,1830.8805555555557,228,118,33.23777777777778,0.1457797270955165
484,50,No,Travel_Rarely,Sales,27,3,Medical,1,485,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,6.191245291902071,0.3015235734904274,1461.1338888888888,236,0,0.0,0.0
485,59,No,Travel_Rarely,Research & Development,16,4,Medical,1,486,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,10.10566553287982,0.3103015069391172,2475.888055555556,245,245,515.8880555555555,2.1056655328798186
486,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,487,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,6.590548433048433,0.2940083754168633,1542.1883333333333,234,0,0.0,0.0
487,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,488,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,8.626039312617703,0.2976513236851896,2035.7452777777776,236,233,148.04305555555555,0.6273010828625235
488,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,489,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,6.273640479686735,0.3072294808932111,1424.1163888888889,227,0,0.0,0.0
489,38,No,Travel_Rarely,Research & Development,24,2,Other,1,490,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,3.0,4.0,3.0,4,3,8.381559454191033,0.3094757766080172,1910.9955555555557,228,196,90.52166666666668,0.3970248538011696
490,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,491,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,7.659834287076777,0.2832041438327063,1784.7413888888889,233,26,2.827222222222222,0.0121340009537434
491,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,492,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,6.014918785310734,0.3163230378247713,1419.5208333333333,236,0,0.0,0.0
492,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,493,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,10.897943989071038,0.29951147619261,2659.0983333333334,244,244,707.0983333333334,2.8979439890710386
493,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,494,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,6.443813352826511,0.2747593202735525,1469.1894444444445,228,0,0.0,0.0
494,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,495,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,7.827982941447671,0.2871861268260226,1886.543888888889,241,65,12.220555555555558,0.0507076994006454
495,39,No,Travel_Frequently,Sales,11,3,Marketing,1,496,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3,10.819737268518518,0.2970169741799759,2596.7369444444444,240,240,676.7369444444445,2.8197372685185185
496,33,No,Non-Travel,Sales,9,2,Technical Degree,1,497,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,7.626725768321513,0.3108334327140934,1792.2805555555556,235,28,3.231388888888887,0.0137505910165484
497,45,No,Travel_Rarely,Research & Development,7,2,Other,1,498,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,7.3994878829446735,0.3105263037421922,1798.0755555555556,243,5,1.0119444444444436,0.0041643804298125
498,32,No,Non-Travel,Research & Development,15,3,Medical,1,499,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,7.197954014939309,0.2883033568950053,1713.1130555555555,238,2,0.5775000000000006,0.0024264705882352
499,34,No,Travel_Rarely,Sales,6,4,Marketing,1,500,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,7.064413580246914,0.302914980160426,1716.6525,243,0,0.0,0.0
500,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,501,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,8.10601775011526,0.2911724062642817,1953.5502777777776,241,159,42.19055555555556,0.1750645458736745
501,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,502,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,6.67149931693989,0.3001182536956558,1627.8458333333333,244,0,0.0,0.0
502,53,No,Travel_Frequently,Sales,8,2,Medical,1,503,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,7.780307621671258,0.3002493431331851,1882.8344444444444,242,59,10.252777777777776,0.0423668503213957
503,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,504,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,6.0826198955365625,0.2933879175388096,1423.3330555555556,234,0,0.0,0.0
504,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,505,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,8.209500962000963,0.2949541581222334,1896.3947222222223,231,174,58.40972222222223,0.2528559403559404
505,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,506,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,9.218184198542804,0.3188529476722027,2249.2369444444444,244,244,297.2369444444444,1.218184198542805
506,28,No,Travel_Rarely,Research & Development,10,3,Other,1,507,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,7.768436639118457,0.2963598355180449,1879.9616666666664,242,53,8.591944444444447,0.0355039026629935
507,38,No,Travel_Frequently,Sales,9,4,Medical,1,508,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,7.590477357609711,0.2975043878745923,1806.5336111111112,238,16,2.513333333333332,0.0105602240896358
508,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,509,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,9.595219610636278,0.2935048140695247,2245.281388888889,234,234,373.2813888888889,1.5952196106362773
509,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,510,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,7.26327536231884,0.3026734170079536,1670.5533333333333,230,5,0.3149999999999995,0.0013695652173913
510,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,511,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,6.117728613569321,0.3083773547266639,1382.6066666666666,226,0,0.0,0.0
511,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,512,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,7.708791383219954,0.3090126072350493,1888.6538888888888,245,45,6.754166666666666,0.0275680272108843
512,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,513,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,7.396068376068376,0.3153087579294842,1730.68,234,4,0.3477777777777771,0.0014862298195631
513,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,514,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,7.571803797468354,0.3065410187454985,1794.5175,237,22,2.749166666666669,0.0115998593530239
514,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,515,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,6.912598950882213,0.2711662394447425,1610.6355555555556,233,0,0.0,0.0
515,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,516,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,6.608065134099617,0.309093397637752,1533.0711111111111,232,0,0.0,0.0
516,55,No,Non-Travel,Research & Development,2,3,Medical,1,517,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,6.108080029368575,0.2994048221284256,1386.5341666666666,227,0,0.0,0.0
517,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,518,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,7.925064545873675,0.2738690426165651,1909.940555555556,241,102,18.0875,0.075051867219917
518,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,519,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,9.111901005944215,0.2820407743773775,2214.1919444444443,243,243,270.19194444444446,1.1119010059442158
519,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,520,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,6.6217576419213975,0.2813228128960251,1516.3825,229,0,0.0,0.0
520,46,No,Travel_Rarely,Sales,12,3,Marketing,1,521,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,10.988871455137144,0.307184067492104,2626.340277777778,239,239,714.3402777777778,2.988871455137146
521,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,522,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,8.716918044077136,0.2601545317001245,2109.494166666667,242,242,173.49416666666667,0.716918044077135
522,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,523,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,7.419935622317596,0.2992199695202541,1728.845,233,6,0.5752777777777762,0.002469003338102
523,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,524,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,7.517420634920635,0.3105020560628581,1736.5241666666666,231,12,1.6899999999999995,0.0073160173160173
524,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,525,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,6.2512734339277545,0.3045634893715722,1519.0594444444444,243,0,0.0,0.0
525,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,526,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,7.878476324425692,0.3309902402322056,1867.1988888888889,237,81,18.599722222222223,0.0784798406000937
526,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,527,Male,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,7.293590579710145,0.2982366149372519,1677.5258333333334,230,3,0.5522222222222233,0.0024009661835748
527,40,No,Travel_Rarely,Sales,1,4,Marketing,1,528,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,7.923936741363212,0.3018194358388564,1885.8969444444444,238,99,20.748055555555556,0.0871767040149393
528,27,No,Non-Travel,Sales,11,3,Technical Degree,1,529,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,8.007610882487427,0.2912406232218999,1945.8494444444443,243,124,29.667500000000004,0.1220884773662551
529,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,530,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,6.733892496392497,0.3097527307611388,1555.5291666666667,231,0,0.0,0.0
530,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,531,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,6.612759487882944,0.2963458179866241,1606.9005555555557,243,0,0.0,0.0
531,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,532,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,6.190119870908253,0.3274699929709637,1491.818888888889,241,0,0.0,0.0
532,33,No,Travel_Rarely,Sales,23,4,Marketing,1,533,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,6.412309251311397,0.2838948052000575,1494.0680555555557,233,0,0.0,0.0
533,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,534,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,9.812394349477682,0.3049550299993089,2296.1002777777776,234,234,424.10027777777776,1.8123943494776829
534,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,535,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,7.795180737506065,0.2971810833353482,1785.096388888889,229,61,9.646388888888891,0.042123968947113
535,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,536,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,6.665248419150858,0.2998037640566993,1639.651111111111,246,0,0.0,0.0
536,34,No,Travel_Frequently,Sales,29,4,Marketing,1,537,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,6.688168328584995,0.2622114282508871,1565.0313888888888,234,0,0.0,0.0
537,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,538,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,10.582439909297053,0.3138645171713979,2592.697777777778,245,245,632.6977777777778,2.582439909297052
538,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,539,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,10.899974537037036,0.2919464532078961,2615.9938888888887,240,240,695.9938888888888,2.899974537037037
539,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,540,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,7.810643776824035,0.3037715698448387,1819.88,233,60,11.379166666666672,0.0488376251788269
540,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,541,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,10.211385327635329,0.2982078344838283,2389.464166666666,234,234,517.4641666666666,2.211385327635328
541,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,542,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,6.781549408014572,0.2789447307364359,1654.6980555555556,244,0,0.0,0.0
542,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,543,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,6.296936170212766,0.3092688056126614,1479.78,235,0,0.0,0.0
543,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,544,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,10.463207994579946,0.3179016143684446,2573.9491666666668,246,246,605.9491666666667,2.4632079945799457
544,33,No,Travel_Frequently,Sales,9,3,Medical,1,545,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,8.041233424782808,0.2774244055592623,1954.0197222222223,243,139,32.03055555555555,0.1318129858253315
545,34,No,Non-Travel,Sales,1,1,Marketing,1,546,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,7.120342066957788,0.3061922773690473,1630.5583333333334,229,0,0.0,0.0
546,48,No,Non-Travel,Sales,2,1,Life Sciences,1,547,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,1.0,4.0,2.0,3,3,6.210528752436647,0.2722569153107845,1416.0005555555556,228,0,0.0,0.0
547,45,No,Non-Travel,Research & Development,1,3,Medical,1,548,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,6.015613026819923,0.3086308554566931,1395.6222222222225,232,0,0.0,0.0
548,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,549,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,7.982319788797062,0.2992411829480517,1931.721388888889,242,120,27.039166666666667,0.1117320936639118
549,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,550,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,10.697828385065227,0.3012432411520022,2642.363611111111,247,247,666.3636111111111,2.697828385065227
550,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,551,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,6.323727053140097,0.3077049013265005,1454.4572222222223,230,0,0.0,0.0
551,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,552,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,6.89652719174871,0.2823654545753329,1634.4769444444444,237,0,0.0,0.0
552,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,553,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,6.399091970121382,0.289414109264744,1522.983888888889,238,0,0.0,0.0
553,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,554,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,7.389816810344827,0.3227975770974771,1714.4375,232,5,0.8083333333333336,0.0034841954022988
554,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,555,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,7.119895264116576,0.3028006986954519,1737.2544444444443,244,0,0.0,0.0
555,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,556,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,7.1997842155460186,0.276201188210846,1677.5497222222225,233,0,0.0,0.0
556,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,557,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,5.983684270690444,0.30851409295028,1454.0352777777778,243,0,0.0,0.0
557,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,558,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,10.518713512241057,0.2899119347457996,2482.416388888889,236,236,594.416388888889,2.518713512241055
558,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,559,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,6.195073915116834,0.3060264546185078,1443.4522222222222,233,0,0.0,0.0
559,36,No,Non-Travel,Research & Development,1,3,Medical,1,560,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,7.195747584541063,0.2903693805320912,1655.0219444444444,230,0,0.0,0.0
560,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,561,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,6.6062621832358674,0.2837036443997395,1506.227777777778,228,0,0.0,0.0
561,28,No,Travel_Rarely,Sales,2,4,Marketing,1,562,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,7.4839790448343075,0.3018330843733655,1706.3472222222222,228,7,1.0152777777777775,0.0044529727095516
562,35,No,Travel_Frequently,Research & Development,9,2,Other,1,563,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,6.5963852498787,0.3133303096300721,1510.5722222222223,229,0,0.0,0.0
563,49,No,Travel_Rarely,Sales,2,2,Medical,1,564,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,7.172206521739131,0.2994718034343447,1649.6075,230,0,0.0,0.0
564,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,565,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,8.026111111111112,0.3073755334817851,1846.0055555555557,230,128,31.33416666666667,0.1362355072463768
565,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,566,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,7.10237188697318,0.3010831925149965,1647.7502777777777,232,0,0.0,0.0
566,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,567,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,7.202196251129178,0.3195690710505031,1771.7402777777777,246,2,0.0947222222222237,0.0003850496838301
567,29,No,Travel_Rarely,Sales,4,2,Other,1,568,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,10.8985589569161,0.3172213047766974,2670.146944444444,245,245,710.1469444444444,2.8985589569161
568,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,569,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,6.523463618485742,0.2924888390137214,1474.3027777777777,226,0,0.0,0.0
569,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,570,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,10.68474223163842,0.2912314921813249,2521.599166666667,236,236,633.5991666666666,2.6847422316384177
570,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,571,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,6.993391500474834,0.2922347323232948,1636.453611111111,234,0,0.0,0.0
